habitat,crab_params,env_params,correlation,n,p
iva,carcinus_cpue,cover_spaalt,-0.05263157894736841,20,0.825581450455932
iva,carcinus_cpue,cover_spapat,0.5124889426948922,20,0.02086506399765442
iva,carcinus_cpue,elevation,-0.21882153700534207,20,0.35398333761993617
iva,carcinus_cpue,height_disspi,-0.05802588531856595,10,0.8734948923712951
iva,carcinus_cpue,height_junger,NA,8,NA
iva,carcinus_cpue,height_spaalt,NA,2,NA
iva,carcinus_cpue,height_spapat,-0.9999999999999998,2,NaN
iva,carcinus_cpue,perc_moisture,-0.2586072710063133,20,0.27093129221232193
iva,carcinus_cpue,perc_organic,-0.3381787390082559,20,0.1447371604873946
iva,carcinus_cpue,shear_strength,-0.06486341853972075,19,0.7919216790097268
iva,sesarma_cpue,bare,NA,20,NA
iva,sesarma_cpue,bulk_density,NA,20,NA
iva,sesarma_cpue,cover_disspi,NA,20,NA
iva,sesarma_cpue,cover_ivafru,NA,20,NA
iva,sesarma_cpue,cover_junger,NA,20,NA
iva,sesarma_cpue,cover_spaalt,NA,20,NA
iva,sesarma_cpue,cover_spapat,NA,20,NA
iva,sesarma_cpue,elevation,NA,20,NA
iva,sesarma_cpue,height_disspi,NA,10,NA
iva,sesarma_cpue,height_junger,NA,8,NA
iva,sesarma_cpue,height_spaalt,NA,2,NA
iva,sesarma_cpue,height_spapat,NA,2,NA
iva,sesarma_cpue,perc_moisture,NA,20,NA
iva,sesarma_cpue,perc_organic,NA,20,NA
iva,sesarma_cpue,shear_strength,NA,19,NA
iva,uca_cpue,bare,0.08956781227747665,20,0.7072708991815868
iva,uca_cpue,bulk_density,0.2684380999656426,20,0.25247780855909974
iva,uca_cpue,cover_disspi,0.09149484536082474,20,0.7012474830369038
iva,uca_cpue,cover_ivafru,-0.3510672917808928,20,0.12908645599415625
iva,uca_cpue,cover_junger,-0.18009731396094686,20,0.4473714582202888
iva,uca_cpue,cover_spaalt,0.23390494024436087,20,0.3209250983036023
iva,uca_cpue,cover_spapat,0.14429114997309478,20,0.5438975745728369
iva,uca_cpue,elevation,-0.3914052535427185,20,0.08790188604633098
iva,uca_cpue,height_disspi,0.3277385961594811,10,0.355242935624291
iva,uca_cpue,height_junger,0.25197631533948484,8,0.5471616124270273
iva,uca_cpue,height_spaalt,0.9999999999999998,2,NaN
iva,uca_cpue,height_spapat,0.9999999999999998,2,NaN
iva,uca_cpue,perc_moisture,-0.19690818710054628,20,0.40535739579387586
iva,uca_cpue,perc_organic,-0.32067904756374677,20,0.16804637011154178
iva,uca_cpue,shear_strength,0.5473756110263188,19,0.015277859378427294
bcb,burrow_density,bare,-0.2528416952272734,20,0.2821363672943282
bcb,burrow_density,bulk_density,-0.4054155984334719,20,0.07616408189157786
bcb,burrow_density,cover_disspi,NA,20,NA
bcb,burrow_density,cover_ivafru,NA,20,NA
bcb,burrow_density,cover_junger,NA,20,NA
bcb,burrow_density,cover_spaalt,0.2528416952272734,20,0.2821363672943282
bcb,burrow_density,cover_spapat,NA,20,NA
bcb,burrow_density,elevation,0.5077097011921958,20,0.02229675737280279
bcb,burrow_density,height_disspi,NA,0,NA
bcb,burrow_density,height_junger,NA,0,NA
bcb,burrow_density,height_spaalt,-0.8,4,0.19999999999999973
bcb,burrow_density,height_spapat,NA,0,NA
bcb,burrow_density,perc_moisture,0.27303499486335864,20,0.24413076691212376
bcb,burrow_density,perc_organic,0.41594587371745817,20,0.06814188519929032
bcb,burrow_density,shear_strength,0.1621680098761497,20,0.4945543491783888
bcb,carcinus_cpue,bare,0.4080961386009668,20,0.07405840479356707
bcb,carcinus_cpue,bulk_density,-0.09613183001232246,20,0.6868241796078585
bcb,carcinus_cpue,cover_disspi,NA,20,NA
bcb,carcinus_cpue,cover_ivafru,NA,20,NA
bcb,carcinus_cpue,cover_junger,NA,20,NA
bcb,carcinus_cpue,cover_spaalt,-0.4080961386009668,20,0.07405840479356707
bcb,carcinus_cpue,cover_spapat,NA,20,NA
bcb,carcinus_cpue,elevation,0.010853593711068666,20,0.9637769776878862
bcb,carcinus_cpue,height_disspi,NA,0,NA
bcb,carcinus_cpue,height_junger,NA,0,NA
bcb,carcinus_cpue,height_spaalt,0.7745966692414834,4,0.2254033307585166
bcb,carcinus_cpue,height_spapat,NA,0,NA
bcb,carcinus_cpue,perc_moisture,-0.17133172929615537,20,0.47014087778376323
bcb,carcinus_cpue,perc_organic,-0.1527255686486091,20,0.5203414048251724
bcb,carcinus_cpue,shear_strength,-0.11169363697890497,20,0.6391999562198944
bcb,sesarma_cpue,bare,-0.09027820777331377,20,0.7050484120817311
bcb,sesarma_cpue,bulk_density,0.3894620293031242,20,0.089629483184128
bcb,sesarma_cpue,cover_disspi,NA,20,NA
bcb,sesarma_cpue,cover_ivafru,NA,20,NA
bcb,sesarma_cpue,cover_junger,NA,20,NA
bcb,sesarma_cpue,cover_spaalt,0.09027820777331377,20,0.7050484120817311
bcb,sesarma_cpue,cover_spapat,NA,20,NA
bcb,sesarma_cpue,elevation,0.04423252964384513,20,0.8530982947033179
bcb,sesarma_cpue,height_disspi,NA,0,NA
bcb,sesarma_cpue,height_junger,NA,0,NA
bcb,sesarma_cpue,height_spaalt,0.2581988897471611,4,0.741801110252839
bcb,sesarma_cpue,height_spapat,NA,0,NA
bcb,sesarma_cpue,perc_moisture,-0.3279680246763151,20,0.1580443359583641
bcb,sesarma_cpue,perc_organic,-0.3689640277608545,20,0.1094011148653935
bcb,sesarma_cpue,shear_strength,0.1023444025401582,20,0.667662943042874
bcb,uca_cpue,bare,-0.07223141449594767,20,0.7621760861380558
bcb,uca_cpue,bulk_density,-0.11689625205080863,20,0.6235657069039826
bcb,uca_cpue,cover_disspi,NA,20,NA
bcb,uca_cpue,cover_ivafru,NA,20,NA
bcb,uca_cpue,cover_junger,NA,20,NA
bcb,uca_cpue,cover_spaalt,0.07223141449594767,20,0.7621760861380558
bcb,uca_cpue,cover_spapat,NA,20,NA
bcb,uca_cpue,elevation,-0.26082973246711044,20,0.26668758882191845
bcb,uca_cpue,height_disspi,NA,0,NA
bcb,uca_cpue,height_junger,NA,0,NA
bcb,uca_cpue,height_spaalt,-0.9486832980505139,4,0.05131670194948601
bcb,uca_cpue,height_spapat,NA,0,NA
bcb,uca_cpue,perc_moisture,0.3355797167717091,20,0.14804723478517223
bcb,uca_cpue,perc_organic,0.20277921274119864,20,0.39121075879487677
bcb,uca_cpue,shear_strength,-0.22752384803022768,20,0.3346781475743936
